date,week,name,ipeds_id,total_tests,positive_tests,cumulative_cases,cumulative_tests,testing_fall2020,status,status_merge,total_tests_per_1000_enrollment,positive_tests_per_1000_enrollment,cumulative_cases_per_1000_enrollment,cumulative_tests_per_1000_enrollment,enrollment_fulltime,fips,city
2021-04-11,36,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-12,36,Bard College at Simons Rock,167792,480,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,1246.7532467532467,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-13,36,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-14,36,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-15,36,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-16,36,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-17,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-18,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-19,37,Bard College at Simons Rock,167792,475,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,1233.7662337662339,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-20,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-21,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-22,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-23,37,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-24,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-25,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-26,38,Bard College at Simons Rock,167792,485,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,1259.7402597402597,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-27,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-28,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-29,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-04-30,38,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-01,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-02,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-03,39,Bard College at Simons Rock,167792,467,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,1212.987012987013,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-04,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-05,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-06,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-07,39,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-08,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-09,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-10,40,Bard College at Simons Rock,167792,464,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,1205.1948051948052,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-11,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-12,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-13,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-14,40,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2021-05-15,41,Bard College at Simons Rock,167792,0,0,8.0,15445.0,regular testing,"Primarily in person, some courses online",Primarily In Person,0.0,0.0,20.77922077922078,40116.88311688312,385,25003,Great Barrington
2020-08-01,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-02,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-03,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-04,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-05,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-06,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-07,0,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-08,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-09,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-10,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-11,1,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-12,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-13,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-14,1,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-15,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-16,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-17,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-18,2,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-19,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-20,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-21,2,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-22,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-23,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-24,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-25,3,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-26,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-27,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-28,3,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-29,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-30,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-08-31,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-01,4,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-02,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-03,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-04,4,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-05,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-06,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-07,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-08,5,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-09,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-10,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-11,5,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-12,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-13,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-14,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-15,6,Bay Path University,164632,463,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,236.82864450127877,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-16,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-17,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-18,6,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-19,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-20,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-21,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-22,7,Bay Path University,164632,348,3,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,178.00511508951405,1.5345268542199488,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-23,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-24,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-25,7,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-26,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-27,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-28,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-29,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-09-30,8,Bay Path University,164632,274,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,140.153452685422,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-01,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-02,8,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-03,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-04,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-05,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-06,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-07,9,Bay Path University,164632,373,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,190.7928388746803,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-08,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-09,9,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-10,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-11,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-12,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-13,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-14,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-15,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-16,10,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-17,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-18,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-19,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-20,11,Bay Path University,164632,315,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,161.12531969309464,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-21,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-22,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-23,11,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-24,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-25,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-26,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-27,12,Bay Path University,164632,352,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,180.05115089514067,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-28,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-29,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-30,12,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-10-31,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-01,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-02,13,Bay Path University,164632,291,1,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,148.84910485933503,0.5115089514066495,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-03,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-04,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-05,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-06,13,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-07,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-08,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-09,14,Bay Path University,164632,334,2,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,170.84398976982095,1.023017902813299,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-10,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-11,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-12,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-13,14,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-14,15,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-15,15,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-16,15,Bay Path University,164632,0,0,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,0.0,0.0,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
2020-11-17,15,Bay Path University,164632,251,2,84.0,14956.0,regular testing,"Primarily online, some courses in person",Primarily Online,128.38874680306904,1.023017902813299,42.966751918158565,7650.127877237852,1955,25013,Longmeadow
